id,district_code,district_name,constituency_code, constituency_name,subcounty_code,subcounty_name,parish_code,parish_name,polling_station_code,polling_station_name,total_voters
16872,132,KITAGWENDA,054,KITAGWENDA COUNTY,01,KICHECHE,43,BURYANSUNGWE,02,BURYANSUNGWE P/SCHOOL,767
16099,126,KIKUUBE,344,BUHAGUZI EAST COUNTY,01,BUGAMBE,04,RUGUSE,05,KYARUBANGA P/SCHOOL,767
15786,102,KIBUKU,189,KIBUKU COUNTY,07,TIRINYI,38,KALAMPETE,06,KALAMPETE BOREHOLE,767
15494,16,KIBAALE,083,BUYANJA COUNTY,08,NYAMARUNDA,28,KYANYI,01,KYANYI P/SCHOOL,767
14906,47,KAYUNGA,171,BBALE COUNTY,03,KAYONZA,13,KAMUSABI,06,KASOLO CATHOLIC CHURCH,767
14537,125,KASSANDA,167,KASSANDA COUNTY NORTH,02,KASSANDA,21,KYANIKA,02,NAMASWANTA,767
14147,15,KASESE,079,BUSONGORA COUNTY NORTH,05,HIMA TOWN COUNCIL,23,MOWLEM WARD,02,HIMA CEMENT PLAYGROUND,767
10088,114,KAKUMIRO,081,BUGANGAIZI WEST COUNTY,09,KIKWAYA,09,KIKWAYA,03,RWANJALE TRADIND CENTRE,767
6873,137,GULU CITY,027,BARDEGE-LAYIBI DIVISION,01,BARDEGE-LAYIBI DIVISION,06,LIBRARY WARD,07,LIBRARY,767
4721,117,BUNYANGABU,051,BUNYANGABU COUNTY,03,KISOMORO,13,LYAMABWA,01,KARAMBI PARISH HQRS,767
4235,73,BULIISA,123,BULIISA COUNTY,02,BULIISA,13,BUGANA,02,BUGANA PRIMARY SCHOOL,767
3718,98,BUKOMANSIMBI,111,BUKOMANSIMBI NORTH COUNTY,04,KITANDA,16,GAYAAZA,02,MIREMBE PRIMARY SCHOOL,767
2239,78,BUDUDA,133,MANJIYA COUNTY,05,BUNABUTITI,20,BUNABUTITI,02,NAMOYA'S PLACE,767
33939,52,WAKISO,161,MAKINDYE-SSABAGABO MUNICIPALITY,03,NDEJJE DIVISION,07,NDEJJE WARD,18,ST. ANNE KANAABA SUB PARISH [N-NAM],766
33263,52,WAKISO,284,KIRA MUNICIPALITY,02,BWEYOGERERE DIVISION,03,KIRINYA WARD,11,KITO A - (NAMU-NZ) MANDELA COLLEGE SCH,766
29570,116,RUBANDA,047,RUBANDA COUNTY EAST,04,NYAMWEERU,18,BIGUNGIRO,01,BIGUNGIRO CENTRE,766
27878,34,NTUNGAMO,184,KAJARA COUNTY,06,KAGARAMA TOWN COUNCIL,13,RUTUNGURU WARD,03,KARAMBI C.O.U,766
27824,34,NTUNGAMO,186,RUSHENYI COUNTY,03,RUBAARE,18,OMUNGYENYI,03,OMUNGYENYI PARISH HQTRS,766
27192,33,NEBBI,183,PADYERE COUNTY,13,ACANA,29,PANGERE,02,ALALA COPE CENTRE,766
26182,95,NAMAYINGO,235,BUKOOLI ISLAND COUNTY,04,SIGULU ISLANDS,40,BUMALENGE,04,BULAGAYE PRI SCHOOL,766
25203,32,MUKONO,231,MUKONO MUNICIPALITY,01,GOMA DIVISION,02,MISINDYE WARD,13,S.D.A CHURCH NKUZANYANA [NAJ-Z],766
23493,140,MBARARA CITY,300,MBARARA SOUTH DIVISION,01,MBARARA SOUTH DIVISION,27,RUKINDO WARD,03,NYAKAKONI CATHOLIC CHURCH A,766
23170,27,MBARARA,140,KASHARI NORTH COUNTY,12,RUBINDI-RUHUMBA TOWN COUNCIL,23,BISYA,02,BITSYA PARISH HQTRS,766
22456,49,MAYUGE,036,BUNYA COUNTY WEST,01,BAITAMBOGWE,04,LUGOLOLE,03,MBIRIZI P/SCHOOL,766
21616,77,MARACHA,010,MARACHA COUNTY,05,OVUJO TOWN COUNCIL,20,OTRAVU WARD,02,OTRAVU PRI. SCH,766
19880,144,LIRA CITY,349,LIRA WEST DIVISION,01,LIRA WEST DIVISION,23,AKWOYO WARD,02,KIROMBE NORTH B (A-AT),766
19049,48,KYENJOJO,057,MWENGE COUNTY SOUTH,04,KYENJOJO TOWN COUNCIL,24,KIJUMA WARD,04,KISERUKA PIIDA B,766
17932,21,KUMI,097,KUMI COUNTY,03,KUMI,15,KUMI,01,MARY MACALEESE PRIMARY SCHOOL,766
17323,66,KOBOKO,266,KOBOKO NORTH COUNTY,03,LUDARA,05,LUDARA,06,CHOKIMADA MANGO TREE SHADE,766
17018,132,KITAGWENDA,054,KITAGWENDA COUNTY,07,KABUJOGERA TOWN COUNCIL,35,RWAMASINDE WARD,02,KANTONZI PRIMARY SCHOOL,766
16360,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY,04,MUTUNDA,11,KAKWOKWO,01,KIRULI EUCALYPTUS TREES,766
14892,47,KAYUNGA,171,BBALE COUNTY,02,GALIRAYA,08,GWERO-NAMAYUGE,02,GWERO MARKET [GWERO A&B],766
12403,13,KAMULI,071,BUGABULA COUNTY SOUTH,05,NAMWENDWA TOWN COUNCIL,24,BUSEJJA WARD,01,NAMWENDWA HEALTH CENTRE,766
11045,12,KAMPALA,068,NAKAWA DIVISION EAST,01,NAKAWA DIVISION,05,BUTABIKA,08,BINNA A [L-NAM]- BIINA CATHOLIC CHURCH,766
9355,10,KABAROLE,052,BURAHYA COUNTY,03,HAKIBALE,12,KITULE,01,KITULE PARISH HQRS,766
9063,09,KABALE,050,KABALE MUNICIPALITY,03,KABALE SOUTHERN,09,KARUBANDA,01,KITUMBA PRIMARY SCHOOL,766
6449,139,FORT PORTAL CITY,058,FORT PORTAL MUNICIPALITY,01,FORT PORTAL CENTRAL DIVISION,03,NJARA WARD,06,NJARA B,766
1940,136,ARUA CITY,007,AYIVU DIVISION EAST,01,AYIVU DIVISION,46,TANGANYIKA WARD,04,ASURU ISLAMIC P.7 PRIMARY SCHOOL (E-Z),766
34585,87,ZOMBO,182,OKORO COUNTY,05,PAIDHA TOWN COUNCIL,50,NYIBOLA WARD,06,PAIDHA MEMORIAL SEC. SCH,765
34531,87,ZOMBO,182,OKORO COUNTY,11,PADEA TOWN COUNCIL,02,DINDO WARD,07,KELLE CATHOLIC CHURCH,765
33730,52,WAKISO,160,NANSANA MUNICIPALITY,04,NANSANA DIVISION,26,NABWERU NORTH WARD,15,NABWERU NORTH I (NAN-NAS)- AT MASJID AL-HIDAYA,765
33292,52,WAKISO,154,BUSIRO COUNTY EAST,01,KYENGERA TOWN COUNCIL,05,KISOZI WARD,01,ST. CHARLES LWANGA PRI. SCH [A - L],765
33153,52,WAKISO,155,BUSIRO COUNTY NORTH,04,KAKIRI TOWN COUNCIL,32,KIKUBAMPANGA WARD,01,KIKUBAMPANGA (A-NAJ)- EAGLE'S FAITH JUNIOR SCH.,765
30774,97,SERERE,204,SERERE COUNTY,02,KATETA,07,OJETENYANG,01,OPAPA,765
29935,122,RUKIGA,049,RUKIGA COUNTY,04,RWAMUCUCU,19,BURIME,01,RWEMPISI PRI SCH,765
29842,112,RUBIRIZI,222,KATERERA COUNTY,10,KIRUGU,11,KIRUGU,01,KAFURO PRI SCH,765
28526,76,OYAM,005,OYAM COUNTY SOUTH,08,MINAKULU TOWN COUNCIL,04,ATEK WARD,02,AMINOMIR PRIMARY SCHOOL,765
27468,34,NTUNGAMO,184,KAJARA COUNTY,07,NYAMUNUKA TOWN COUNCIL,01,ITEREERO WARD,01,ITERERO PARISH HQTRS,765
27263,108,NGORA,098,NGORA COUNTY,05,NGORA TOWN COUNCIL,26,EASTERN WARD,03,NGORA TOWNSHIP PRI. SCH,765
26770,75,NAMUTUMBA,037,BUSIKI COUNTY,09,KIZUBA,25,NAKALOKWE,04,NAKALOKWE MOSQUE,765
26458,120,NAMISINDWA,329,BUBULO EAST COUNTY,06,MAGALE,14,BUSIMAOLYA,01,BUWAMBINGWA PRI. SCH,765
26167,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY,01,BANDA,22,BUJWANGA,06,BUDUNGA CHURCH OF UGANDA,765
25495,32,MUKONO,231,MUKONO MUNICIPALITY,01,GOMA DIVISION,05,SEETA WARD,15,RHOM CARE S.S.S,765
24040,68,MITYANA,170,MITYANA COUNTY SOUTH,10,BUSUNJU TOWN COUNCIL,20,NORTH WARD,02,KAWOOMYA CATHOLIC CHURCH,765
22628,49,MAYUGE,034,BUNYA COUNTY EAST,04,MPUNGWE,05,WAIRAMA,04,MUNYONYI MUSLIM SCHOOL,765
21830,141,MASAKA CITY,121,KIMAANYA-KABONERA DIVISION,01,KIMAANYA-KABONERA DIVISION,03,KIMAANYA WARD,02,KIMAANYA NOOR PRI. SCH [A-M],765
21684,24,MASAKA,116,BUKOTO COUNTY CENTRAL,02,KYANAMUKAKA,06,BUYAGA,01,BUYAGA PRI. SCH A,765
20177,94,LUUKA,040,LUUKA NORTH COUNTY,08,LUUKA TOWN COUNCIL,39,KIYUNGA WARD,02,KIYUNGA DISTRICT HQTRS(A-M),765
20009,144,LIRA CITY,349,LIRA WEST DIVISION,01,LIRA WEST DIVISION,26,ODOKOMIT,03,KICHOPE-OJWINA (B-Z),765
16336,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY,05,KICHWABUGINGO,21,CHOPE LWOR,04,CHOPELWOR ELEVATE PRI. SCH. (L-Z),765
15481,16,KIBAALE,308,BUYANJA EAST COUNTY,11,KARAMA,45,KITUTU,01,KITUTU TRADING CENTRE,765
15000,47,KAYUNGA,179,NTENJERU COUNTY NORTH,01,BUSAANA,02,KIWANGULA,04,KIWANGULA C/U P/S (B),765
11629,12,KAMPALA,062,KAWEMPE DIVISION NORTH,01,KAWEMPE DIVISION,08,KYEBANDO,35,HORMISDALLEN (O - Z),765
11422,12,KAMPALA,064,MAKINDYE DIVISION EAST,01,MAKINDYE DIVISION,06,KIBULI,22,KATALE (A - M),765
11004,12,KAMPALA,353,NAKAWA DIVISION WEST,01,NAKAWA DIVISION,04,BUKOTO II,17,KIGOOWA PRIMARY SCHOOL[N-Z],765
7833,07,IGANGA,228,IGANGA MUNICIPALITY,02,NORTHERN DIVISION,07,NKATU WARD,04,NKAATU PROPER [A-M] -AT IGANGA HIGH,765
6921,137,GULU CITY,298,LAROO-PECE DIVISION,01,LAROO-PECE DIVISION,04,QUEENS AVENUE WARD,07,HOLY ROSARY (C-Z),765
6888,137,GULU CITY,298,LAROO-PECE DIVISION,01,LAROO-PECE DIVISION,15,PAKWELO WARD,04,ADOKONYAKO MARKET,765
4624,117,BUNYANGABU,051,BUNYANGABU COUNTY,03,KISOMORO,48,BUGUZI,04,BUGUZI T/C,765
3683,79,BUKEDEA,096,BUKEDEA COUNTY,11,KOCHEKA,36,SUULA,01,ALOET TRADING CENTRE,765
3333,82,BUIKWE,172,NJERU MUNICIPALITY,02,NYENGA DIVISION,07,NAMABU,06,BUTEMBE P/SCHOOL,765
2491,41,BUGIRI,295,BUGIRI MUNICIPALITY,02,WESTERN DIVISION,19,BWOLE WARD,01,BUSANZI MOSQUE PRI. SCH.,765
1676,02,ARUA,012,VURRA COUNTY,04,VURRA,22,RINGILI,04,ANDIFEKU TRADING CENTRE,765
33032,52,WAKISO,154,BUSIRO COUNTY EAST,01,KYENGERA TOWN COUNCIL,03,KASENGE WARD,08,BANDWE P/S [M - NAL],764
32741,52,WAKISO,159,KYADONDO COUNTY EAST,02,KASANGATI TOWN COUNCIL,07,BULAMU WARD,04,ST. THEREZA GIRLS P/S KYETUME,764
32621,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY,02,MULANDA,39,PASINDI,07,POBWOKI PRI. SCH.,764
32377,39,TORORO,281,TORORO NORTH COUNTY,04,AKADOT,25,KAMULI,04,PAGOYA PRI SCH,764
29768,116,RUBANDA,048,RUBANDA COUNTY WEST,03,MUKO,20,NYARURAMBI,04,BUGUNGA CHURCH SCH,764
29490,36,RAKAI,249,BUYAMBA COUNTY,01,KASANKALA,37,KIRANGIRA,03,KIRANGIRA P/SCHOOL,764
29352,36,RAKAI,249,BUYAMBA COUNTY,06,LWAMAGGWA,22,BUGONA,02,KILAWULA PRI. SCH,764
28154,115,OMORO,280,TOCHI COUNTY,02,KORO,11,LABWOC,05,ABILI P 7 SCH (B-Z),764
25507,32,MUKONO,231,MUKONO MUNICIPALITY,01,GOMA DIVISION,05,SEETA WARD,27,AHAMADIYA PLAYGROUND (MUT-NAL),764
25252,32,MUKONO,178,NAKIFUMA COUNTY,04,NAGOJJE,13,NAGOJJE,03,FUTURE HOPE NUR. & PRI. SCH.,764
24068,68,MITYANA,289,MITYANA MUNICIPALITY,03,TTAMU DIVISION,11,SOUTH WARD,11,KIKUMAMBOGO (N- Z),764
23401,140,MBARARA CITY,300,MBARARA SOUTH DIVISION,01,MBARARA SOUTH DIVISION,05,KATETE WARD,02,KITEBERO (SHAMMAH PRI SCH) (A-M),764
23160,142,MBALE CITY,134,INDUSTRIAL DIVISION,01,INDUSTRIAL DIVISION,18,TSABANYANYA WARD,02,NASHISA PRI. SCH.,764
22636,49,MAYUGE,034,BUNYA COUNTY EAST,04,MPUNGWE,14,WAMULONGO,02,MAKOOVA TRADING CENTRE,764
21773,141,MASAKA CITY,121,KIMAANYA-KABONERA DIVISION,01,KIMAANYA-KABONERA DIVISION,15,BUTALE WARD,01,BUTALE PRI. SCH,764
20185,94,LUUKA,271,LUUKA SOUTH COUNTY,07,WAIBUGA,36,LWAKI,01,NAMADOPE P/S,764
20000,144,LIRA CITY,349,LIRA WEST DIVISION,01,LIRA WEST DIVISION,13,OBER,02,OBER-KAMPALA (A-AL),764
19839,22,LIRA,101,ERUTE COUNTY SOUTH,07,ITEK,21,ONYWAKO,04,APADE,764
15260,131,KAZO,141,KAZO COUNTY,06,ENGARI,25,KEICHUMU,01,KAICUMU TRADING CENTRE,764
11575,12,KAMPALA,062,KAWEMPE DIVISION NORTH,01,KAWEMPE DIVISION,03,KOMAMBOGA,08,KACUNGWA GROUND (NAM-NZ),764
10453,11,KALANGALA,059,BUJUMBA COUNTY,01,BUJUMBA,09,MULABANA,02,KYAGALANYI,764
9100,09,KABALE,046,NDORWA COUNTY WEST,01,KAMUGANGUZI,04,KICUMBI,02,KICUMBI PRI SCH,764
8758,138,JINJA CITY,299,JINJA NORTH DIVISION,01,JINJA NORTH DIVISION,18,NAKANYONYI WARD,06,NAKANYONYI COMPLEX -PRI. SCH. PLAYGROUND WEST,764
7098,06,HOIMA,028,BUGAHYA COUNTY,10,BURARU,11,KYABANATI,01,KYABANATI P/S A,764
6896,137,GULU CITY,027,BARDEGE-LAYIBI DIVISION,01,BARDEGE-LAYIBI DIVISION,01,PATUDA-LAYIBI WARD,04,LACOR MARKET (AK-AZ),764
6392,139,FORT PORTAL CITY,058,FORT PORTAL MUNICIPALITY,01,FORT PORTAL CENTRAL DIVISION,08,KAGOTE WARD,03,KABAROLE ADVENTIST SECONDARY SCHOOL,764
5777,118,BUTEBO,188,BUTEBO COUNTY,17,PETETE TOWN COUNCIL,05,PETETE WARD,06,LATE KOLYANGHA'S BOREHOLE,764
5220,42,BUSIA,348,SAMIA BUGWE CENTRAL COUNTY,05,MASAFU,28,KUBO,02,BUKOBE WEST/ BUKOBE PRI. SCH.,764
4903,04,BUSHENYI,019,IGARA COUNTY WEST,02,KAKANJU,03,KATUNGA,02,KASHANDA TRADING CENTRE,764
4784,117,BUNYANGABU,051,BUNYANGABU COUNTY,06,KIBIITO TOWN COUNCIL,31,SOUTH EAST WARD,02,RWENGWARA CATHOLIC CHURCH,764
3501,82,BUIKWE,172,NJERU MUNICIPALITY,03,WAKISI DIVISION,16,WAKISI,04,WAKISI KATALE - WAKISI S/C HQTRS,764
34053,52,WAKISO,154,BUSIRO COUNTY EAST,02,WAKISO,24,SUMBWE,14,KIKOMEKO'S GROUND (NAN-Z),763
29683,116,RUBANDA,047,RUBANDA COUNTY EAST,05,BUBAARE TOWN COUNCIL,24,KITOJO,02,KARANDAGASI,763
29529,36,RAKAI,193,KOOKI COUNTY,09,KIZIBA,39,LUKERERE,02,KITOGOTA C.O.U,763
27991,110,NWOYA,025,NWOYA COUNTY,05,NWOYA TOWN COUNCIL,07,OGOM WARD,01,PATIRA P 7 SCHOOL A,763
25050,32,MUKONO,178,NAKIFUMA COUNTY,07,KASAWO TOWN COUNCIL,35,KASAWO WARD,06,KASAWO GOMBOLOLA FIELD (N-Z),763
24475,30,MPIGI,163,MAWOKOTA COUNTY SOUTH,03,NKOZI,21,MUGGE,04,NTINZI,763
20719,23,LUWEERO,108,KATIKAMU COUNTY SOUTH,05,WOBULENZI TOWN COUNCIL,23,WOBULENZI EAST WARD,06,NAKASERO KIGOBERO (A-M),763
20247,94,LUUKA,040,LUUKA NORTH COUNTY,04,IKUMBYA,21,NAWAKA,02,NAWAKA CENTRE A,763
19697,22,LIRA,101,ERUTE COUNTY SOUTH,03,BARR,16,ABUNGA,02,ABUNGA PAG,763
19469,119,KYOTERA,194,KYOTERA COUNTY,05,KYOTERA TOWN COUNCIL,30,MITUKULA WARD,04,KASAMBYA PRI. SCH (N-NAM),763
17892,21,KUMI,097,KUMI COUNTY,06,NYERO,70,KALAPATA,01,KALAPATA PRIMARY SCHOOL,763
17271,66,KOBOKO,266,KOBOKO NORTH COUNTY,03,LUDARA,40,CHAKULIA,03,DUBAI MARKET,763
16005,126,KIKUUBE,344,BUHAGUZI EAST COUNTY,01,BUGAMBE,02,KATANGA,02,IBAMBIRO (A-K),763
14334,15,KASESE,080,BUSONGORA COUNTY SOUTH,04,LAKE KABATORO TOWN COUNCIL,20,RWENJUBU WARD,01,TECHNICAL SCHOOL,763
13904,15,KASESE,078,BUKONJO COUNTY WEST,03,KARAMBI,13,KARAMBI,05,KITUKUMIRO T/C,763
12793,46,KAMWENGE,262,KIBALE EAST COUNTY,03,BIGULI TOWN COUNCIL,01,BIGULI WARD,08,KIRINDA BLESSED JOWELS SECONDARY SCHOOL,763
12582,13,KAMULI,073,BUZAAYA COUNTY,08,MBULAMUTI TOWN COUNCIL,30,LUGOLOIRE WARD,02,NAKALANGA C.O.U,763
12197,12,KAMPALA,065,MAKINDYE DIVISION WEST,01,MAKINDYE DIVISION,10,NSAMBYA CENTRAL,01,INSTITUTIONS & KITAWULUZI [A-M] AT ST PETERS SSS,763
11319,12,KAMPALA,065,MAKINDYE DIVISION WEST,01,MAKINDYE DIVISION,02,KATWE I,08,MUSOKE AT NAMUKUPA [N-Z],763
7560,07,IGANGA,039,KIGULU COUNTY SOUTH,03,NAKALAMA,12,BUKOONA,04,KIGULU HIGH,763
7177,145,HOIMA CITY,227,HOIMA EAST DIVISION,01,HOIMA EAST DIVISION,15,KICWAMBA WARD,05,DRUCILLA P/S,763
6837,137,GULU CITY,027,BARDEGE-LAYIBI DIVISION,01,BARDEGE-LAYIBI DIVISION,17,KASUBI WARD,40,KASUBI (A-AS),763
6447,139,FORT PORTAL CITY,058,FORT PORTAL MUNICIPALITY,01,FORT PORTAL CENTRAL DIVISION,03,NJARA WARD,03,KAMENGO SEC SCHOOL,763
5181,42,BUSIA,211,SAMIA BUGWE COUNTY NORTH,05,DABANI,31,BUWUMBA,03,BUWUMBA TRADING CENTRE,763
4273,73,BULIISA,123,BULIISA COUNTY,05,KIGWERA,03,KIGWERA,02,KIGWERA MIRACLE CHURCH,763
3563,79,BUKEDEA,257,KACHUMBALA COUNTY,04,KWARIKWAR,37,KACHURU,02,FR. PHILLAN PRIMARY SCHOOL,763
3170,82,BUIKWE,173,LUGAZI MUNICIPALITY,01,KAWOLO DIVISION,05,KIGENDA WARD,01,KIGENDA-NAKAMATE C.O.U,763
1060,58,AMURIA,199,AMURIA COUNTY,06,AMOLO,39,AMUKURAT,01,AMUKURAT P/SCHOOL,763
29747,116,RUBANDA,048,RUBANDA COUNTY WEST,02,IKUMBA,12,NYAMABARE,06,NYAMABALE,762
29540,36,RAKAI,249,BUYAMBA COUNTY,02,DDWANIRO,12,LWAKALOLO,03,LWENDAULA MOSQUE,762
28865,50,PADER,090,ARUU COUNTY,04,PADER,43,ONGANY,02,ONGANY P.7 SCHOOL,762
25369,32,MUKONO,177,MUKONO COUNTY SOUTH,02,NAKISUNGA,09,NAMUYENJE,04,NAMUYENJE [L-NAL],762
23518,140,MBARARA CITY,144,MBARARA NORTH DIVISION,01,MBARARA NORTH DIVISION,18,RWENJERU WARD,02,RWENJERU WARD HQTRS,762
22687,26,MBALE,132,BUNGOKHO COUNTY SOUTH,01,BUKHIENDE,13,BUGWANYI,02,TUBEYI PRI SCH,762
20955,105,LWENGO,115,BUKOTO COUNTYSOUTH,03,KINONI TOWN COUNCIL,16,NAKALEMBE B WARD,05,KABOYO PRIMARY SCHOOL,762
20534,23,LUWEERO,107,KATIKAMU COUNTY NORTH,01,BUTUNTUMULA,06,KYAWANGABI,01,KYAWANGABI,762
20115,94,LUUKA,271,LUUKA SOUTH COUNTY,07,WAIBUGA,34,BUTIMBWA,01,BUTIMBWA PRI. SCH.,762
19810,22,LIRA,100,ERUTE COUNTY NORTH,01,AROMO,35,ODORO,03,ODORO,762
19460,119,KYOTERA,192,KAKUUTO COUNTY,05,KYEBE,21,MINZIRO,01,KAMPANGI HEALTH CENTRE,762
18991,48,KYENJOJO,274,MWENGE CENTRAL COUNTY,06,KATOOKE TOWN COUNCIL,40,KATARA WARD,02,MPONGO C.O.U,762
17365,66,KOBOKO,008,KOBOKO COUNTY,05,KULUBA,46,NYAMBIRI,06,BUSIA PRIMARY SCHOOL,762
15044,47,KAYUNGA,171,BBALE COUNTY,01,BBAALE,06,NAKITOKOLO,02,KABAKU SDA CHURCH,762
14985,47,KAYUNGA,171,BBALE COUNTY,04,KITIMBWA,28,KITATYA,04,KITATYA R/C P/S,762
11373,12,KAMPALA,062,KAWEMPE DIVISION NORTH,01,KAWEMPE DIVISION,05,KAWEMPE II,03,KIZZA'S PARKING YARD (A-M),762
9431,10,KABAROLE,052,BURAHYA COUNTY,13,HARUGONGO,19,NYANTABOMA,02,BULYAMBUZI,762
8608,138,JINJA CITY,299,JINJA NORTH DIVISION,01,JINJA NORTH DIVISION,16,BUDHUMBULI WEST WARD,08,BUGEMBE HEALTH CENTRE IV COMPOUND EAST (NANK-NZIRZ),762
8013,62,ISINGIRO,325,ISINGIRO WEST COUNTY,01,KABUYANDA,03,KANYWAMAIZI,01,KANYWAMAIZI PARISH HQTRS (KANYWAMAIZI),762
5943,83,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,02,BUTASWA,03,NAMULIKYA P/S,762
4802,117,BUNYANGABU,051,BUNYANGABU COUNTY,13,NYAKIGUMBA TOWN COUNCIL,47,WEST WARD,09,KITUMBA CATHOLIC CHURCH,762
3298,82,BUIKWE,174,BUIKWE COUNTY SOUTH,01,BUIKWE,08,MALONGWE,06,MALONGWE MARKET [N-Z],762
2886,123,BUGWERI,030,BUGWERI COUNTY,02,IBULANKU,16,NAWANSEGA,07,NAWANSEGA C.O.U,762
1542,01,APAC,340,MARUZI NORTH COUNTY,04,CHEGERE,31,ONGICA,02,ATIGOLWOK P.7 SCHOOL,762
396,111,AGAGO,089,AGAGO COUNTY,12,KOTOMOR,67,OGONG,01,OGONG P.7 SCHOOL,762
32654,39,TORORO,209,WEST BUDAMA COUNTY NORTH,05,PETTA,18,RAMOGI,05,RAMOGI PRI SCHOOL,761
32251,39,TORORO,214,TORORO MUNICIPALITY,01,TORORO EASTERN,01,AMAGORO A,03,MORUKATIPE VIEW PRI. SCH A (A-M),761
31689,146,SOROTI CITY,351,SOROTI WEST DIVISION,01,SOROTI WEST DIVISION,02,ARAPAI WARD,04,OBUTEI,761
30724,97,SERERE,204,SERERE COUNTY,02,KATETA,06,KATETA,03,KATETA MODEL P/SCH.,761
27856,34,NTUNGAMO,184,KAJARA COUNTY,03,KIBATSI,16,RUKARANGO,03,RUKARANGO PRI SCH,761
26782,75,NAMUTUMBA,245,BUKONO COUNTY,05,KIBALE TOWN COUNCIL,17,NAKYEERE WARD,01,NAKYERE II CATHOLIC CHURCH,761
26743,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY,12,MAZUBA,49,MPEIZYA,01,UNITY CHURCH MPENZYA,761
24702,31,MUBENDE,290,MUBENDE MUNICIPALITY,03,WEST DIVISION,39,KASENYI/CALTEX WARD,42,KASENYI CALTEX (N-Z),761
21527,77,MARACHA,010,MARACHA COUNTY,08,AGAII TOWN COUNCIL,06,GODRIA WARD,02,OLUVU PRI. SCH,761
19865,144,LIRA CITY,105,LIRA EAST DIVISION,01,LIRA EAST DIVISION,43,ABONGODEN WARD,01,ABONGODEN CHAPEL A,761
19815,22,LIRA,101,ERUTE COUNTY SOUTH,04,AGALI,13,OKILE,01,ATIMIKOMA P.7 SCHOOL,761
18643,84,KYEGEGWA,268,KYAKA SOUTH COUNTY,06,RUYONZA,24,KATIIRWE,02,AKOOMA C.O.U,761
17229,19,KITGUM,250,CHUA EAST COUNTY,05,MUCHWINI,42,YEPA,02,YEPA PRIMARY SCHOOL,761
17223,19,KITGUM,286,KITGUM MUNICIPALITY,01,CENTRAL DIVISION,54,WEST LAND WARD B,03,HORIZON PRIMARY SCHOOL,761
16499,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY,03,DIIMA,13,OKWECE,04,OGENGO T/C - OGENGO B,761
16335,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY,05,KICHWABUGINGO,21,CHOPE LWOR,03,CHOPELWOR ELEVATE PRI. SCH .(A-K),761
16199,65,KIRUHURA,260,KASHONGI COUNTY,02,KASHONGI,02,KITABO,02,KITABO PARISH HQTRS,761
15892,102,KIBUKU,189,KIBUKU COUNTY,02,BUSETA,37,NATOTO,02,NATOTO C.O.U,761
15674,17,KIBOGA,084,KIBOGA EAST COUNTY,02,DDWANIRO,06,LWANKONGE,02,DWANIRO S/C HQTRS,761
12361,13,KAMULI,071,BUGABULA COUNTY SOUTH,01,BULOPA,01,BUKUTU,01,KAMIGO,761
11464,12,KAMPALA,065,MAKINDYE DIVISION WEST,01,MAKINDYE DIVISION,05,KIBUYE II,11,LWANGA [A-L] AT NANTONGO ROAD,761
10613,64,KALIRO,072,BULAMOGI COUNTY,12,BUDOMERO,29,KYANFUBA,01,KYANFUBBA PRI. SCHOOL,761
8191,62,ISINGIRO,135,BUKANGA COUNTY,09,BUGANGO TOWN COUNCIL,04,MUREMA WARD,02,MUREMA HEALTH CENTRE,761
6355,139,FORT PORTAL CITY,058,FORT PORTAL MUNICIPALITY,01,FORT PORTAL CENTRAL DIVISION,05,BAZAAR WARD,01,HARUKOOTO,761
6092,83,BUYENDE,069,BUDIOPE WEST COUNTY,05,NKONDO,39,KIWABA,02,KIWABA AID POST,761
4828,04,BUSHENYI,018,IGARA COUNTY EAST,06,RUHUMURO,28,BURUNGIRA,02,BURUNGIRA TRADING CENTRE,761
4728,117,BUNYANGABU,051,BUNYANGABU COUNTY,02,KIBIITO,10,MUJUNJU,02,MUJUNJU I TRADING CENTRE,761
1701,136,ARUA CITY,352,AYIVU DIVISION WEST,01,AYIVU DIVISION,29,ALIVU-PAJULU WARD,02,MARACHA TRADING CENTRE,761
121,40,ADJUMANI,239,ADJUMANI EAST COUNTY,01,PAKELE TOWN COUNCIL,01,ATABOO WARD,04,ATABOO B BOREHOLE,761
33789,52,WAKISO,156,BUSIRO COUNTY SOUTH,02,KATABI TOWN COUNCIL,13,NALUGALA WARD,06,NALUGALA CATHOLIC CHURCH (NAN-Z),760
33538,52,WAKISO,155,BUSIRO COUNTY NORTH,01,KAKIRI,06,LUWUNGA,42,ST. CHARLES P/S NAKATOOKE [N- Z],760
33435,52,WAKISO,284,KIRA MUNICIPALITY,03,NAMUGONGO DIVISION,06,KYALIWAJJALA WARD,26,NAMUGONGO MARTYRS COU PLAYGROUND (NAMI-OJ),760
